Brand,Model,Reference Number,Type,Movement,Base Movement,Movement Type,Price (New),Price (Used),Year,Case Diameter (mm),Lug Width (mm),Case Thickness (mm),Water Resistance (m),Crystal,Weight (grams),Case Material,Bracelet/Strap Type,Bezel Material,Power Reserve (hours),Complications,Gender,Country of Manufacture
Swatch,MoonSwatch Mission to Jupiter,SO33J100,Chronograph,Quartz G10,ETA,Quartz,270,220,2022,42.0,20.0,13.75,30,Bioceramic Glass,46,Bioceramic,Velcro,Bioceramic,0,Chronograph,Unisex,Switzerland
Swatch,Bioceramic Big Bold,SB03B100,Sport,Quartz,ETA,Quartz,120,90,2023,47.0,22.0,15.0,30,Plastic,45,Bioceramic,Silicone,Bioceramic,0,None,Unisex,Switzerland
Apple,Watch Ultra 2 Black Titanium,A2986B,Smartwatch,Apple S9 SiP,In-house,Quartz,799,680,2024,49.0,0.0,14.4,100,Sapphire,61,Titanium,Trail Loop,Titanium,36,"GPS, Dive, ECG",Unisex,USA
Apple,Watch Series 10 46mm Titanium,A2997T,Smartwatch,Apple S10 SiP,In-house,Quartz,699,550,2024,46.0,0.0,9.7,50,Sapphire,35,Titanium,Milanese Loop,Titanium,18,"GPS, ECG, Health",Unisex,USA
Samsung,Galaxy Watch 7 40mm,SM-L300,Smartwatch,Exynos W1000,In-house,Quartz,299,210,2024,40.0,0.0,9.7,50,Sapphire,28,Aluminum,Sport Band,Aluminum,30,"GPS, ECG, Health",Unisex,South Korea
Garmin,Fenix 8 43mm AMOLED,010-02903,Smartwatch,Garmin,In-house,Solar,999,780,2024,43.0,20.0,13.2,100,Sapphire,60,Titanium,Silicone,Titanium,312,"GPS, Maps, Health",Unisex,USA
Garmin,Epix Pro Gen 2 47mm,010-02803,Smartwatch,Garmin,In-house,Quartz,899,680,2023,47.0,22.0,14.5,100,Sapphire,70,Titanium,Silicone,Titanium,384,"GPS, Maps, Health",Unisex,USA
Garmin,Venu 3,010-02784,Smartwatch,Garmin,In-house,Quartz,449,330,2023,45.0,22.0,12.0,50,Gorilla Glass,47,Fiber Polymer,Silicone,Steel,336,"GPS, Health",Unisex,USA
Certina,DS Action Diver 43 Blue,C032.407.11.041.00,Diver,Powermatic 80,ETA C07,Automatic,795,560,2023,43.0,21.0,12.8,300,Sapphire,185,Stainless Steel,Bracelet,Ceramic,80,Date,Men,Switzerland
Certina,DS Action Diver 38 Green,C032.207.11.091.00,Diver,Powermatic 80,ETA C07,Automatic,775,540,2023,38.0,20.0,11.9,300,Sapphire,150,Stainless Steel,Bracelet,Ceramic,80,Date,Unisex,Switzerland
Certina,DS PH200M Turquoise,C036.407.11.040.00,Diver,Powermatic 80,ETA C07,Automatic,825,600,2023,42.5,20.0,12.5,200,Sapphire,160,Stainless Steel,Bracelet,Aluminum,80,None,Men,Switzerland
Certina,DS-1 Powermatic 80,C029.807.11.031.02,Dress,Powermatic 80,ETA C07,Automatic,695,480,2022,40.0,20.0,10.7,100,Sapphire,130,Stainless Steel,Bracelet,Steel,80,Date,Men,Switzerland
Vostok,Amphibia 710 Classic,710040,Diver,Cal. 2415,In-house,Automatic,90,60,2022,40.0,18.0,13.0,200,Acrylic,95,Stainless Steel,Bracelet,Steel,31,Date,Men,Russia
Vostok,Amphibia SE 420 Scuba Dude,420SED,Diver,Cal. 2416B,In-house,Automatic,120,80,2022,42.0,22.0,14.0,200,Acrylic,100,Stainless Steel,Rubber,Steel,31,Date,Men,Russia
Vostok,Komandirskie 350,350000,Field,Cal. 2414,In-house,Manual,70,45,2022,40.0,18.0,12.0,200,Acrylic,85,Stainless Steel,Nylon,Steel,31,Date,Men,Russia
Marathon,GSAR 41mm Automatic,WW194006,Diver,Cal. SW200,Sellita,Automatic,1500,1100,2023,41.0,20.0,14.0,300,Sapphire,180,Stainless Steel,Rubber,Steel,38,"Date, Tritium",Men,Switzerland
Marathon,Navigator 41mm,WW194013,Pilot,Quartz,ETA,Quartz,450,330,2023,41.0,20.0,12.0,60,Sapphire,55,Fiberglass,Nylon,Composite,0,"Date, Tritium",Men,Switzerland
Marathon,TSAR 36mm Quartz,WW194026,Diver,Quartz,ETA,Quartz,650,480,2023,36.0,18.0,13.0,300,Sapphire,95,Stainless Steel,Rubber,Steel,0,"Date, Tritium",Unisex,Switzerland
Luminox,Navy SEAL 3500 Series,XS.3501,Diver,Quartz,Ronda,Quartz,595,420,2023,45.0,24.0,14.5,200,Sapphire,75,Carbonox,Rubber,Carbonox,0,"Date, Tritium",Men,Switzerland
Luminox,Pacific Diver 3120,XS.3121,Diver,Quartz,Ronda,Quartz,550,390,2023,44.0,24.0,15.0,200,Sapphire,85,Carbonox,Rubber,Carbonox,0,"Date, Tritium",Men,Switzerland
Seagull,1963 Chronograph 38mm,D304,Chronograph,Cal. ST19,In-house,Manual,325,230,2022,38.0,18.0,13.5,30,Acrylic,75,Stainless Steel,Leather,Steel,40,Chronograph,Men,China
Seagull,1963 Chronograph 42mm,D304-42,Chronograph,Cal. ST19,In-house,Manual,340,240,2022,42.0,20.0,14.0,30,Sapphire,85,Stainless Steel,Leather,Steel,40,Chronograph,Men,China
Seagull,Ocean Star 200M,816.523,Diver,Cal. ST2130,In-house,Automatic,295,200,2022,41.0,20.0,13.0,200,Sapphire,165,Stainless Steel,Bracelet,Steel,40,Date,Men,China
San Martin,SN0004 Diver 62MAS,SN0004-G-V2,Diver,Cal. NH35,Seiko,Automatic,269,200,2023,39.0,20.0,12.3,200,Sapphire,150,Stainless Steel,Bracelet,Steel,41,Date,Men,China
San Martin,SN0123 Pilot Bronze,SN0123,Pilot,Cal. PT5000,Hangzhou,Automatic,339,250,2023,41.0,20.0,13.0,100,Sapphire,130,Bronze,Leather,Bronze,40,Date,Men,China
San Martin,SN0121 Diver Sub,SN0121-G,Diver,Cal. PT5000,Hangzhou,Automatic,359,270,2023,40.0,20.0,12.5,200,Sapphire,160,Stainless Steel,Bracelet,Ceramic,40,Date,Men,China
Steinhart,Ocean One 39 Black,103-1171,Diver,Cal. SW200,Sellita,Automatic,560,400,2023,39.0,20.0,12.4,300,Sapphire,165,Stainless Steel,Bracelet,Ceramic,38,Date,Men,Germany
Steinhart,Ocean Vintage Military,106-0950,Diver,Cal. SW200,Sellita,Automatic,620,450,2023,42.0,20.0,13.0,300,Sapphire,175,Stainless Steel,Leather,Aluminum,38,None,Men,Germany
Steinhart,Nav B-Uhr 44 Pilot,103-0801,Pilot,Cal. ETA 2824,ETA,Automatic,680,500,2023,44.0,22.0,12.0,100,Sapphire,110,Stainless Steel,Leather,Steel,38,None,Men,Germany
Islander,Northport Automatic Diver,ISL-67,Diver,Cal. NH38,Seiko,Automatic,350,260,2023,40.0,20.0,12.5,200,Sapphire,160,Stainless Steel,Bracelet,Ceramic,41,None,Men,Japan
Islander,Field Watch Auto,ISL-95,Field,Cal. NH38,Seiko,Automatic,325,240,2023,38.0,20.0,11.5,100,Sapphire,75,Stainless Steel,Leather,Steel,41,None,Unisex,Japan
Dan Henry,1970 Diver Chronograph,1970-44,Chronograph,Cal. VK63,Seiko,Quartz,290,210,2023,44.0,22.0,14.0,200,Sapphire,130,Stainless Steel,Bracelet,Aluminum,0,"Chronograph, Date",Men,China
Dan Henry,1963 Pilot Chronograph,1963-38,Chronograph,Cal. Seagull ST19,Seagull,Manual,350,260,2023,38.0,18.0,13.8,30,Acrylic,80,Stainless Steel,Leather,Steel,40,Chronograph,Men,China
Yema,Superman 500 Heritage,YSUP22A66-AMS,Diver,Cal. MBP1000,In-house,Automatic,990,700,2023,39.0,20.0,13.0,500,Sapphire,170,Stainless Steel,Bracelet,Steel,42,Date,Men,France
Yema,Navygraf Heritage,YNAV21A40-AMS,Diver,Cal. YEMA2000,In-house,Automatic,890,640,2023,39.0,20.0,12.5,300,Sapphire,165,Stainless Steel,Bracelet,Steel,42,Date,Men,France
Serica,5303 Explorer,5303-2,Field,Cal. STP1-11,Fossil STP,Automatic,950,750,2023,37.7,20.0,11.6,300,Sapphire,95,Stainless Steel,Bracelet,Steel,44,None,Unisex,Switzerland
Serica,6190 Chronographe,6190,Chronograph,Cal. Valjoux 7753,ETA,Automatic,2900,2300,2023,37.0,19.0,14.0,100,Sapphire,110,Stainless Steel,Leather,Steel,48,Chronograph,Unisex,Switzerland
Formex,Essence FortyThree Chronometer,0330.1.6321.100,Sport,Cal. SW200,Sellita,Automatic,1495,1100,2023,43.0,22.0,11.9,100,Sapphire,140,Stainless Steel,Bracelet,Ceramic,38,Date,Men,Switzerland
Formex,Reef 42 Diver,2200.1.6331.710,Diver,Cal. SW300,Sellita,Automatic,1990,1500,2023,42.0,21.0,13.4,300,Sapphire,175,Stainless Steel,Rubber,Ceramic,56,Date,Men,Switzerland
Ball,Engineer Hydrocarbon AeroGMT II,DG2018C,GMT,Cal. RR1201,ETA 2893,Automatic,2999,2100,2023,40.0,20.0,13.2,200,Sapphire,185,Stainless Steel,Bracelet,Ceramic,42,"GMT, Date",Men,Switzerland
Ball,Engineer M Marvelight,NM9026C,Dress,Cal. RR1103,ETA 2836,Automatic,2399,1700,2023,40.0,20.0,12.0,100,Sapphire,165,Stainless Steel,Bracelet,Steel,42,Date,Men,Switzerland
Alpina,Alpiner 4 Automatic,AL-525S5AQ6,Sport,Cal. AL-525,Sellita,Automatic,1295,900,2023,44.0,22.0,11.5,100,Sapphire,165,Stainless Steel,Bracelet,Steel,38,Date,Men,Switzerland
Alpina,Seastrong Diver 300,AL-525LB4V6,Diver,Cal. AL-525,Sellita,Automatic,1450,1000,2023,44.0,22.0,13.5,300,Sapphire,185,Stainless Steel,Rubber,Aluminum,38,Date,Men,Switzerland
Mido,Ocean Star Tribute Gradient,M026.807.11.041.01,Diver,Cal. 80,ETA C07,Automatic,1190,820,2023,40.5,20.0,12.6,200,Sapphire,165,Stainless Steel,Bracelet,Aluminum,80,Date,Men,Switzerland
Mido,Commander Gradient,M021.407.11.411.00,Dress,Cal. 80,ETA C07,Automatic,1090,750,2023,37.0,18.0,11.3,50,Sapphire,125,Stainless Steel,Bracelet,Steel,80,Date,Unisex,Switzerland
Rado,Captain Cook High-Tech Ceramic,R32147152,Diver,Cal. R734,ETA C07,Automatic,2700,1900,2023,43.0,22.0,13.4,300,Sapphire,95,Ceramic,Ceramic,Ceramic,80,Date,Men,Switzerland
Rado,True Square Automatic Open Heart,R27086152,Dress,Cal. R734,ETA C07,Automatic,2100,1500,2023,38.0,20.0,9.9,50,Sapphire,90,Ceramic,Ceramic,Ceramic,80,Open Heart,Unisex,Switzerland
Baltic,Aquascaphe Classic Blue,AQ-BLU,Diver,Cal. Miyota 9039,Miyota,Automatic,725,560,2023,39.0,20.0,12.0,200,Sapphire,140,Stainless Steel,Bracelet,Sapphire,42,None,Unisex,France
Baltic,Aquascaphe GMT Tropic,AQ-GMT-T,GMT,Cal. Soprod C125,Soprod,Automatic,1150,880,2023,39.0,20.0,12.9,200,Sapphire,145,Stainless Steel,Rubber,Sapphire,42,"GMT, Date",Unisex,France
Baltic,Hermétique Salmon,HM-SAL,Field,Cal. Miyota 8315,Miyota,Automatic,625,480,2023,37.0,20.0,11.6,100,Sapphire,110,Stainless Steel,Leather,Steel,42,None,Unisex,France
Baltic,MR01 Salmon,MR01-S,Dress,Cal. Hangzhou 6300,Hangzhou,Automatic,525,400,2023,36.0,18.0,7.95,30,Sapphire,70,Stainless Steel,Leather,Steel,40,Micro-rotor,Unisex,France
Christopher Ward,The Twelve 38 Blue,C12-38ADA1,Sport,Cal. SH21,Sellita,Automatic,1095,820,2023,38.0,20.0,9.95,150,Sapphire,130,Stainless Steel,Bracelet,Steel,120,Date,Unisex,United Kingdom
Christopher Ward,C60 Trident Pro 300 Blue,C60-40ADA2,Diver,Cal. SW200,Sellita,Automatic,995,720,2023,40.0,20.0,12.7,300,Sapphire,170,Stainless Steel,Bracelet,Ceramic,38,Date,Men,United Kingdom
Christopher Ward,C63 Sealander Automatic,C63-39ADO1,Sport,Cal. SW200,Sellita,Automatic,795,580,2023,39.0,20.0,11.3,150,Sapphire,140,Stainless Steel,Bracelet,Steel,38,Date,Unisex,United Kingdom
Christopher Ward,C1 Moonglow,C1-40ADC1,Dress,Cal. JJ04,Sellita,Automatic,1795,1300,2023,40.5,20.0,11.6,30,Sapphire,120,Stainless Steel,Leather,Steel,38,Moonphase,Men,United Kingdom
Doxa,SUB 300 Professional,821.10.351.10,Diver,Cal. SW200,Sellita,Automatic,2490,1800,2023,42.5,20.0,13.4,300,Sapphire,185,Stainless Steel,Beads of Rice,Steel,38,Date,Men,Switzerland
Doxa,SUB 300T Caribbean,840.10.201.10,Diver,Cal. SW200,Sellita,Automatic,1690,1200,2023,42.5,20.0,13.4,300,Sapphire,185,Stainless Steel,Rubber,Steel,38,Date,Men,Switzerland
Nivada Grenchen,Antarctic Spider,32026A03,Diver,Cal. SW200,Sellita,Automatic,895,650,2023,38.0,20.0,11.8,200,Sapphire,130,Stainless Steel,Bracelet,Steel,38,None,Unisex,Switzerland
Nivada Grenchen,Depthmaster Pacman,14112M01,Diver,Cal. SW200,Sellita,Automatic,1190,860,2023,39.0,20.0,13.5,1000,Sapphire,165,Stainless Steel,Bracelet,Steel,38,None,Men,Switzerland
Lorier,Neptune Series V Blue,NEP-V-BLU,Diver,Cal. Miyota 9039,Miyota,Automatic,499,400,2023,39.0,20.0,12.0,200,Acrylic,125,Stainless Steel,Bracelet,Steel,42,None,Unisex,USA
Lorier,Hydra Series III,HYD-III,Diver,Cal. Miyota 9039,Miyota,Automatic,549,440,2023,41.0,20.0,13.0,200,Acrylic,140,Stainless Steel,Bracelet,Aluminum,42,None,Men,USA
Nodus,Sector Dive Black,SD-BLK,Diver,Cal. NH35,Seiko,Automatic,450,350,2023,40.0,20.0,11.7,200,Sapphire,155,Stainless Steel,Bracelet,Sapphire,41,Date,Men,USA
Nodus,Avalon II Diver,AV2-BLU,Diver,Cal. NH35,Seiko,Automatic,475,370,2023,40.0,20.0,12.2,200,Sapphire,160,Stainless Steel,Bracelet,Ceramic,41,Date,Men,USA
Monta,Oceanking V3,OK-V3,Diver,Cal. M-22,Sellita,Automatic,1990,1500,2023,40.5,20.0,12.2,300,Sapphire,175,Stainless Steel,Bracelet,Ceramic,56,Date,Men,USA
Monta,Atlas GMT,ATL-GMT,GMT,Cal. M-26,Sellita,Automatic,1850,1400,2023,38.5,20.0,11.7,150,Sapphire,145,Stainless Steel,Bracelet,Steel,56,"GMT, Date",Men,USA
Halios,Seaforth IV Gilt,SF4-GLT,Diver,Cal. SW200,Sellita,Automatic,825,800,2023,40.5,20.0,12.5,200,Sapphire,150,Stainless Steel,Rubber,Steel,38,Date,Men,Canada
Unimatic,Modello Uno U1S,U1S-MK,Diver,Cal. NH35,Seiko,Automatic,625,500,2023,40.0,20.0,12.3,300,Sapphire,150,Stainless Steel,Nylon,Steel,41,None,Unisex,Italy
Traska,Freediver Sunburst Blue,FD-SB-BLU,Diver,Cal. NH35,Seiko,Automatic,595,470,2023,40.0,20.0,11.8,200,Sapphire,150,Stainless Steel,Bracelet,Sapphire,41,Date,Men,USA
Traska,Summiteer Field,SUM-GRN,Field,Cal. NH35,Seiko,Automatic,525,420,2023,38.0,20.0,11.5,100,Sapphire,95,Stainless Steel,Bracelet,Steel,41,Date,Unisex,USA
Farer,Aqua Compressor Eldon,AQ-ELD,Diver,Cal. SW200,Sellita,Automatic,1175,880,2023,39.5,20.0,13.9,300,Sapphire,165,Stainless Steel,Bracelet,Aluminum,38,Date,Men,United Kingdom
Zelos,Swordfish 40 Damascus,SWF-DAM,Diver,Cal. NH35,Seiko,Automatic,599,460,2023,40.0,20.0,13.5,300,Sapphire,165,Damascus Steel,Bracelet,Sapphire,41,None,Men,Singapore
Zelos,Mako 40 Bronze,MAKO-BR,Diver,Cal. NH35,Seiko,Automatic,549,420,2023,40.0,20.0,13.5,500,Sapphire,175,Bronze,Leather,Bronze,41,None,Men,Singapore
Squale,1521 Militaire,1521-MIL,Diver,Cal. SW200,Sellita,Automatic,1290,950,2023,42.0,20.0,13.7,500,Sapphire,185,Stainless Steel,Bracelet,Aluminum,38,Date,Men,Switzerland
Anordain,Model 1 Fumé Blue,M1-FB,Dress,Cal. SW210,Sellita,Manual,1450,1100,2023,38.0,18.0,10.8,50,Sapphire,90,Stainless Steel,Leather,Steel,42,None,Unisex,United Kingdom
Furlan Marri,Mr. Red Sector Dial,FM-MR-RED,Dress,Cal. Concepto,Concepto,Manual,595,500,2023,38.0,18.0,9.5,30,Sapphire,70,Stainless Steel,Leather,Steel,45,Sector Dial,Unisex,Switzerland
Patek Philippe,Nautilus 5811/1G White Gold,5811/1G-001,Luxury,Cal. 26-330 S,In-house,Automatic,75000,180000,2024,41.0,0.0,8.2,120,Sapphire,165,18k White Gold,Bracelet,White Gold,45,Date,Men,Switzerland
Patek Philippe,Aquanaut 5167R Rose Gold,5167R-001,Luxury,Cal. 324 S C,In-house,Automatic,45000,75000,2024,40.0,0.0,8.1,120,Sapphire,90,18k Rose Gold,Composite,Rose Gold,45,Date,Men,Switzerland
Patek Philippe,Calatrava 5227G,5227G-010,Luxury,Cal. 324 S C,In-house,Automatic,42000,48000,2023,39.0,0.0,9.24,30,Sapphire,95,18k White Gold,Leather,White Gold,45,Date,Men,Switzerland
Patek Philippe,World Time 5230G,5230G-001,Luxury,Cal. 240 HU,In-house,Automatic,58000,72000,2023,38.5,0.0,10.23,30,Sapphire,90,18k White Gold,Leather,White Gold,48,World Time,Men,Switzerland
Patek Philippe,Aquanaut Luce 5267/200A,5267/200A-011,Luxury,Cal. 324 S C,In-house,Automatic,38000,42000,2023,38.8,0.0,8.5,120,Sapphire,110,Stainless Steel,Composite,Diamond,45,Date,Women,Switzerland
Audemars Piguet,Royal Oak Selfwinding 41 Blue,15510ST.OO.1320ST.01,Luxury,Cal. 4302,In-house,Automatic,35000,52000,2024,41.0,0.0,10.4,50,Sapphire,185,Stainless Steel,Bracelet,Steel,70,Date,Men,Switzerland
Audemars Piguet,Royal Oak Chronograph 38,26715ST.OO.1356ST.02,Luxury,Cal. 4404,In-house,Automatic,48000,58000,2024,38.0,0.0,10.6,50,Sapphire,165,Stainless Steel,Bracelet,Steel,70,"Chronograph, Date",Unisex,Switzerland
Audemars Piguet,Royal Oak Offshore 43 Blue,26420SO.OO.A027CA.01,Luxury,Cal. 4401,In-house,Automatic,42000,55000,2024,43.0,0.0,14.4,100,Sapphire,200,Stainless Steel,Rubber,Ceramic,70,"Chronograph, Date",Men,Switzerland
Audemars Piguet,Code 11.59 Chronograph,26393NR.OO.A002KB.01,Chronograph,Cal. 4401,In-house,Automatic,46000,42000,2023,41.0,0.0,12.6,30,Sapphire,155,18k White Gold,Leather,White Gold,70,"Chronograph, Date",Men,Switzerland
Vacheron Constantin,Overseas Chronograph Blue,5500V/110A-B148,Chronograph,Cal. 5200,In-house,Automatic,32500,38000,2024,42.5,0.0,13.7,150,Sapphire,200,Stainless Steel,Bracelet,Steel,52,"Chronograph, Date",Men,Switzerland
A. Lange & Söhne,Saxonia Outsize Date,381.026,Luxury,Cal. L086.8,In-house,Automatic,26000,28000,2023,38.5,0.0,9.6,30,Sapphire,90,18k White Gold,Leather,White Gold,72,Big Date,Men,Germany
Jaeger-LeCoultre,Master Ultra Thin Moon Blue,Q1368480,Dress,Cal. 925,In-house,Automatic,13800,11000,2023,39.0,20.0,9.9,50,Sapphire,90,Stainless Steel,Leather,Steel,70,"Moonphase, Date",Men,Switzerland
Jaeger-LeCoultre,Polaris Date Blue,Q9008480,Diver,Cal. 899,In-house,Automatic,10300,8000,2023,42.0,21.0,13.5,200,Sapphire,165,Stainless Steel,Rubber,Steel,70,Date,Men,Switzerland
Richard Mille,RM 010 Rose Gold,RM 010,Luxury,Cal. RMAS7,In-house,Automatic,165000,140000,2022,48.0,0.0,13.8,50,Sapphire,95,18k Rose Gold,Rubber,Rose Gold,55,Date,Men,Switzerland
Richard Mille,RM 72-01 Lifestyle Chrono,RM 72-01,Chronograph,Cal. CRMC1,In-house,Automatic,250000,330000,2023,38.4,0.0,11.7,50,Sapphire,80,Titanium,Rubber,Titanium,50,Chronograph,Unisex,Switzerland
Hublot,Big Bang Unico Titanium 44,421.NX.1170.RX,Chronograph,Cal. HUB1280,In-house,Automatic,21800,16000,2023,44.0,26.0,14.5,100,Sapphire,170,Titanium,Rubber,Titanium,72,"Chronograph, Date",Men,Switzerland
Hublot,Classic Fusion Titanium 45,511.NX.1171.RX,Dress,Cal. HUB1112,Sellita,Automatic,8500,6000,2023,45.0,24.0,9.95,50,Sapphire,95,Titanium,Rubber,Titanium,42,Date,Men,Switzerland
Chopard,Mille Miglia Classic Chronograph,168619-3001,Chronograph,Cal. ETA 2894,ETA,Automatic,6500,4800,2023,42.0,21.0,12.8,50,Sapphire,165,Stainless Steel,Rubber,Steel,48,"Chronograph, Date",Men,Switzerland
Blancpain,Fifty Fathoms Bathyscaphe 43,5000-1110-B52A,Diver,Cal. 1315,In-house,Automatic,15800,13000,2023,43.0,23.0,13.4,300,Sapphire,175,Stainless Steel,Sail Canvas,Ceramic,120,Date,Men,Switzerland
Blancpain,Villeret Quantième Complet,6654-1127-55B,Dress,Cal. 6654,In-house,Automatic,18900,15000,2023,40.0,21.0,11.4,30,Sapphire,110,Stainless Steel,Leather,Steel,72,"Complete Calendar, Moonphase",Men,Switzerland
Zenith,Chronomaster Sport Black,03.3100.3600/21.M3100,Chronograph,Cal. El Primero 3600,In-house,Automatic,10500,8500,2024,41.0,20.0,13.6,100,Sapphire,185,Stainless Steel,Bracelet,Ceramic,60,"Chronograph, Date",Men,Switzerland
Zenith,Defy Skyline Boutique Green,03.9300.3620/56.I001,Sport,Cal. El Primero 3620,In-house,Automatic,9500,7800,2024,41.0,21.0,11.8,100,Sapphire,180,Stainless Steel,Bracelet,Steel,60,"Date, 1/10 Sec",Men,Switzerland
Panerai,Submersible QuarantaQuattro Blu,PAM01289,Diver,Cal. P.900,In-house,Automatic,10800,8200,2023,44.0,24.0,13.4,300,Sapphire,185,Stainless Steel,Rubber,Ceramic,72,Date,Men,Italy
Panerai,Luminor Marina Carbotech 44,PAM01661,Diver,Cal. P.9010,In-house,Automatic,17500,13000,2023,44.0,24.0,15.4,300,Sapphire,105,Carbotech,Rubber,Carbotech,72,Date,Men,Italy
Frederique Constant,Classic Moonphase,FC-712MC4S6,Dress,Cal. FC-712,Sellita,Automatic,2195,1500,2023,42.0,21.0,11.4,30,Sapphire,110,Stainless Steel,Leather,Steel,38,"Moonphase, Date",Men,Switzerland
Frederique Constant,Slimline Gents,FC-245M4S6,Dress,Quartz,ETA,Quartz,795,520,2023,39.0,20.0,6.5,30,Sapphire,75,Stainless Steel,Leather,Steel,0,None,Men,Switzerland
Raymond Weil,Millesime Small Seconds,2925-STC-65001,Dress,Cal. RW4250,Sellita,Automatic,2150,1500,2023,39.5,20.0,9.9,50,Sapphire,110,Stainless Steel,Leather,Steel,56,Small Seconds,Men,Switzerland
Maurice Lacroix,Aikon Automatic 39,AI6007-SS002-430-1,Sport,Cal. ML115,Sellita,Automatic,2150,1500,2023,39.0,20.0,10.6,200,Sapphire,150,Stainless Steel,Bracelet,Steel,38,Date,Unisex,Switzerland
Maurice Lacroix,Aikon Chronograph 44,AI6038-SS002-330-1,Chronograph,Cal. ML112,Sellita,Automatic,3650,2600,2023,44.0,22.0,15.0,200,Sapphire,195,Stainless Steel,Bracelet,Steel,48,"Chronograph, Date",Men,Switzerland
Junghans,Max Bill Automatic Bauhaus,027/3501.02,Dress,Cal. J800.1,ETA 2824,Automatic,1290,900,2023,38.0,20.0,10.0,30,Plexi,55,Stainless Steel,Leather,Steel,38,None,Unisex,Germany
Nomos Glashütte,Tangente 38 Datum,131,Dress,Cal. DUW 4101,In-house,Automatic,2780,2200,2023,37.5,19.0,7.9,30,Sapphire,55,Stainless Steel,Leather,Steel,42,Date,Unisex,Germany
Nomos Glashütte,Ludwig 33 Manual,205,Dress,Cal. Alpha,In-house,Manual,1700,1300,2023,32.8,18.0,6.3,30,Sapphire,40,Stainless Steel,Leather,Steel,43,None,Unisex,Germany
Sinn,556 A RS Red Seconds,556.0103,Sport,Cal. SW200,Sellita,Automatic,1340,1000,2023,38.5,20.0,11.0,200,Sapphire,95,Stainless Steel,Bracelet,Steel,38,Date,Unisex,Germany
Sinn,U50 SDR,1050.011,Diver,Cal. SW300,Sellita,Automatic,2400,1800,2023,41.0,20.0,11.4,500,Sapphire,100,German Submarine Steel,Silicone,Steel,56,Date,Men,Germany
Sinn,104 St Sa A White,104.012,Pilot,Cal. SW220,Sellita,Automatic,1620,1200,2023,41.0,20.0,11.0,200,Sapphire,95,Stainless Steel,Bracelet,Steel,38,"Day, Date",Men,Germany
Bell & Ross,BR 03-92 Black Ceramic,BR0392-BL-CE,Pilot,Cal. BR-CAL.302,Sellita,Automatic,4400,3200,2023,42.0,24.0,9.7,100,Sapphire,90,Ceramic,Rubber,Ceramic,38,Date,Men,Switzerland
Bell & Ross,BR V2-93 GMT,BRV293-BL-ST,GMT,Cal. BR-CAL.303,Sellita,Automatic,3900,2800,2023,41.0,20.0,12.0,100,Sapphire,150,Stainless Steel,Bracelet,Steel,38,"GMT, Date",Men,Switzerland
Montblanc,Heritage Spirit Date,MB119946,Dress,Cal. MB 24.27,Sellita,Automatic,2800,1900,2023,39.0,20.0,9.6,30,Sapphire,105,Stainless Steel,Leather,Steel,38,Date,Men,Switzerland
Bremont,Supermarine S302,S302-BK,Diver,Cal. BE-92AE,ETA,Automatic,4395,3000,2023,40.0,20.0,13.0,300,Sapphire,175,Stainless Steel,Rubber,Ceramic,38,Date,Men,United Kingdom
Bremont,MBII Anthracite,MBII-BK,Pilot,Cal. BE-36AE,ETA 2836,Automatic,4995,3400,2023,43.0,22.0,16.0,100,Sapphire,110,Stainless Steel,Leather,Steel,38,Date,Men,United Kingdom
Seiko,Prospex Arnie Solar Diver Black,SNJ025P1,Diver,Cal. H851,In-house,Solar,525,380,2023,47.8,22.0,14.8,200,Hardlex,110,Stainless Steel,Silicone,Steel,0,"Day, Date, Alarm",Men,Japan
Seiko,Prospex SPB317 Marinemaster,SPB317J1,Diver,Cal. 6R35,In-house,Automatic,1450,1100,2024,42.0,20.0,12.3,300,Sapphire,185,Stainless Steel,Bracelet,Steel,70,Date,Men,Japan
Seiko,Prospex Speedtimer Mechanical Panda,SRQ035J1,Chronograph,Cal. 8R46,In-house,Automatic,2900,2200,2023,42.5,20.0,15.1,100,Sapphire,175,Stainless Steel,Bracelet,Steel,45,"Chronograph, Date",Men,Japan
Seiko,King Seiko SPB281 Blue,SPB281J1,Dress,Cal. 6R31,In-house,Automatic,1700,1300,2023,37.0,19.0,12.1,50,Sapphire,135,Stainless Steel,Bracelet,Steel,70,None,Men,Japan
Citizen,Promaster Mechanical Diver Fugu Blue,NY0129-07L,Diver,Cal. 8204,Miyota,Automatic,495,360,2023,44.0,20.0,13.6,200,Mineral,175,Stainless Steel,Bracelet,Steel,40,"Day, Date",Men,Japan
Citizen,Promaster Air Skyhawk Blue,JY8051-59L,Pilot,Cal. U680,In-house,Solar,695,520,2023,46.0,22.0,15.5,200,Mineral,165,Stainless Steel,Bracelet,Steel,0,"World Time, Chrono",Men,Japan
Casio,G-Shock GA-2100 White CasiOak,GA-2100-7A,Digital,Module 5611,In-house,Quartz,110,80,2023,45.4,0.0,11.8,200,Mineral,51,Carbon/Resin,Resin,Resin,0,"World Time, Alarm",Unisex,Thailand
Casio,G-Shock GMW-B5000 Black DLC,GMW-B5000GD-1,Digital,Module 3459,In-house,Solar,600,460,2023,49.3,0.0,13.0,200,Mineral,167,Stainless Steel,Bracelet,DLC Steel,0,"Bluetooth, Solar",Unisex,Japan
